"가뭄","누적강수량","가조시간","평균기온","수위"
"정상",206.9,13.3,9.7,254
"정상",221.9,13.9,14.8,254
"정상",395.4,14.6,19.6,254
"보통습윤",1128.5,12.7,19.1,254
"정상",1128.4,12.5,18,254
"정상",1092.4,11,10.1,254
"정상",1018,9.8,-0.2,254
"보통습윤",945.6,9.7,-8.5,254
"정상",202.7,11.5,6.1,254
"정상",229.1,13.3,19.3,56
"보통습윤",383.1,14.5,23.5,22
"보통습윤",386.2,14.6,23.4,21
"정상",717.4,13.2,22.1,30
"정상",804.2,12.4,21.4,28
"정상",698.8,9.7,-0.7,57
"정상",505.4,10.3,2.1,64
"정상",217.3,12.2,5,43
"정상",194.9,14.2,17.5,48
"정상",204,14.3,18.7,51
"정상",222.2,14.4,19.5,52
"정상",243.3,14.6,18.4,51
"약한가뭄",394.7,14.1,28.4,40
"약한가뭄",422.7,13.8,26.4,36
"약한가뭄",422.7,13.7,28.8,34
"보통가뭄",490.4,13.1,22,38
"약한가뭄",548,12.6,22.4,29
"정상",667.7,10,11.9,60
"정상",576.5,9.7,-2.6,125
"정상",179.2,12.8,9,125
"정상",175,13.1,11.9,125
"정상",233.9,14.5,20.8,125
"정상",224,14.5,20.3,125
"정상",275.3,14.6,23.9,125
"정상",398.1,14.6,24.1,125
"정상",558.3,14.3,20.3,126
"보통습윤",1056,12.4,21.4,126
"보통습윤",1033.6,10.8,9.4,125
"정상",406.8,10.4,-2.6,125
"정상",372.1,10.7,-0.5,125
"정상",163,12.1,4.7,125
"정상",167,12.5,11.6,125
"정상",165.5,12.8,13.8,125
"약한가뭄",129.3,13.2,14.4,125
"약한가뭄",144.2,13.6,15.9,125
"보통가뭄",141.9,14.3,21.1,125
"보통가뭄",240.9,14.5,24.2,125
"약한가뭄",453.6,13.4,25.7,126
"약한가뭄",533.9,12.5,23.4,126
"정상",282.4,13.7,10.8,125
"정상",314.5,14.1,19.1,125
"보통습윤",427.8,14.7,22.8,125
"정상",566.3,14.4,26.3,126
"정상",706,13.2,24.1,126
"정상",730.9,12.9,21,126
"정상",695,10.7,10,125
"정상",850.4,9.9,6.2,65
"정상",486.9,14.7,21.5,144
"정상",486.9,14.6,23.2,144
"정상",1145.3,12.4,18,145
"정상",1174.2,12.1,18.8,145
"정상",1109.4,11,8.8,145
"정상",936.4,9.7,8.1,144
"정상",791.7,9.8,0.2,144
"정상",524,10.5,-5.7,143
"정상",213.4,12.9,19.3,144
"정상",203.9,13.2,15.8,144
"정상",232.5,14.1,14.9,144
"약한가뭄",307.7,14.6,28,144
"약한가뭄",434.2,14.4,21.4,144
"약한가뭄",469.6,14.3,23.4,145
"정상",793.1,10.6,6,144
"정상",802.6,10,7.6,144
"정상",819.7,9.9,-3.9,144
"정상",743.4,9.7,-1.3,144
"약한가뭄",220.3,11.2,6.6,37
"정상",226.1,11.9,12.1,65
"정상",285.8,13.1,8.7,76
"약한가뭄",124.2,12.9,9.1,48
"정상",185.4,13.6,14.6,64
"정상",169.5,13.9,20.1,38
"정상",609.5,12.9,21.6,100
"정상",631.8,12.5,23,33
"정상",862.8,11,17.9,39
"정상",815.8,10.2,10.5,56
"정상",805.1,10,8.7,50
"정상",582.1,10.2,5,162
"정상",212.1,14.5,22.5,162
"정상",212.1,14.5,23.5,162
"보통가뭄",537.2,12.5,23.1,49
"약한가뭄",630.9,10.8,13.8,56
"약한가뭄",637.8,10.4,9.3,62
"정상",709,9.8,1.1,123
"정상",641.8,10.1,4.6,123
"정상",506.4,10.6,-1.2,122
"정상",470.2,11.1,4,122
"보통습윤",424.4,11.7,8.8,123
"심한습윤",428,11.8,7.3,123
"보통습윤",342.5,12.3,11.8,122
"정상",274.6,13.1,11.2,123
"정상",274.6,13.2,16.1,122
"정상",289.7,13.6,16.6,122
"정상",258.6,14.2,20.4,122
"정상",772.8,9.7,-6.6,26
"정상",739.8,9.8,-4.2,24
"정상",617.7,9.8,-13.9,21
"정상",182,12.4,11.2,43
"정상",258.4,13.4,8.4,94
"정상",401.7,14.6,20.8,79
"정상",670.9,14.2,29.6,15
"정상",702.4,13.6,28.8,31
"정상",1086.9,12.6,17.4,80
"정상",1121.2,11.9,15.9,70
"정상",1025.5,9.7,-5.4,42
"정상",1026.5,9.7,-6.3,40
"정상",1026.5,9.6,-1,30
"정상",232.7,12.9,5.8,88
"정상",237.4,13.5,17.2,75
"약한가뭄",179.4,14,14.8,74
"보통가뭄",481.4,13.1,20,61
"보통가뭄",598.4,11.9,18.5,69
"약한가뭄",632,11,13.6,75
"약한가뭄",605.3,10.5,7.1,42
"약한가뭄",685.7,10.1,5.6,71
"약한가뭄",681.2,10.1,-1.7,65
"약한가뭄",664.2,9.8,2.1,188
"정상",442.6,10.6,-1.2,188
"정상",271.7,13.4,9.1,188
"정상",269.5,13.7,15,188
"정상",315.3,14.7,23.7,188
"약한가뭄",320.8,14.6,24.3,188
"약한가뭄",318.4,14.6,23.4,188
"보통습윤",1196,13.5,25.8,191
"정상",1387.4,11.3,8.7,188
"정상",1373.3,11.1,8.2,188
"보통습윤",1206.9,9.6,1.9,187
"보통습윤",1172,9.7,-9.4,187
"보통습윤",1167.3,9.9,0.5,187
"심한습윤",1012.6,10.2,2.6,188
"정상",230.9,11.5,5,189
"약한가뭄",140.8,12.1,7.7,188
"정상",243.2,13.2,8.5,190
"보통습윤",445.1,14.7,21.1,190
"정상",436.8,14.7,19.2,189
"정상",682.4,14.2,27.1,190
"정상",905.2,13,19.5,191
"정상",881.1,11.3,15.9,190
"정상",1280.5,10.2,4.1,190
"정상",1281.8,10,8.3,188
"정상",237.5,11.5,2,187
"정상",233.8,12,7.5,190
"정상",183.1,13.1,7.4,190
"정상",193.1,13.8,14.5,189
"약한가뭄",194.5,13.9,12.6,188
"보통가뭄",210.4,14.7,26.5,188
"정상",528,14.6,23.3,191
"정상",752.1,14,26.9,190
"정상",752.1,13.9,27.1,190
"정상",259,14.8,22.2,156
"약한가뭄",430.9,14.3,21.5,156
"정상",1309.7,12.4,20.8,157
"정상",1095.9,12,15.1,28
"정상",1146.9,11.5,12.2,59
"정상",1135.1,11.3,10,49
"정상",849.3,9.8,2.3,53
"정상",861.6,9.6,0.8,34
"정상",801.6,9.6,-8.8,32
"약한가뭄",677.7,9.6,-8,33
"정상",559.2,10.1,-3.3,30
"정상",559.2,10.4,-1.2,23
"정상",556.2,10.7,-3.2,25
"정상",239.6,12.5,4.7,39
"보통가뭄",141.2,14.6,23.5,39
"약한가뭄",185.6,14.8,20,39
"보통가뭄",370.8,14.2,25.9,38
"약한가뭄",536.3,13.9,26.8,39
"약한가뭄",697.4,12.6,21.7,43
"약한가뭄",729.1,11.6,14.3,47
"약한가뭄",734.4,9.9,8.5,45
"약한가뭄",734.4,9.9,3.3,44
"정상",726.1,9.8,-1.4,156
"정상",1308.3,12,16.8,156
"정상",1305.4,11.5,13.1,156
"정상",1305.4,11.4,13.3,156
"정상",1292.3,11,11,156
"정상",1291.8,10.8,10.2,156
"정상",1291.8,10.7,7.2,156
"정상",1291.8,10.7,8.2,156
"정상",1230.3,9.6,-9.8,156
"보통습윤",1152.7,9.7,-9.6,156
"정상",238.9,12.9,12.4,157
"보통습윤",308.4,14,12.9,156
"정상",348.9,14.3,16.7,157
"보통습윤",401.8,14.6,17.3,157
"정상",245.6,13.6,15.8,46
"정상",291,13.9,12.9,46
"약한가뭄",596.9,13.5,22.8,46
"정상",801.3,11.6,18.8,46
"정상",764.6,10.5,11.5,46
"약한가뭄",764.6,10.5,13.1,46
"정상",791.7,10.3,4.4,46
"약한가뭄",726.4,10.1,9.3,46
"약한가뭄",531.8,9.8,-2.4,46
"정상",501.2,10.5,-4.2,46
"정상",209.1,12.3,6.5,46
"정상",208,12.9,16.2,46
"정상",193.5,13,19.2,46
"정상",748.1,14,28.9,47
"보통습윤",1354.5,9.8,8.3,46
"보통습윤",1341,9.6,0.5,46
"정상",255,14.4,16.6,108
"정상",262,14.7,26.5,108
"정상",266,14.7,24.8,108
"정상",634,14,26.3,109
"정상",838.1,13.7,24.4,109
"정상",1025.8,12.9,23.7,109
"정상",1127.3,12.7,20.3,109
"정상",1132.1,12.5,20.2,109
"정상",1144.2,11.3,12.4,108
"정상",1069.2,9.7,-0.2,108
"보통가뭄",598.9,9.6,4,34
"정상",373.4,11,-3.6,68
"정상",325.3,11.2,1,68
"정상",200.5,12.6,8.7,68
"정상",194.9,12.8,10,68
"정상",202.6,13.6,17.4,68
"정상",194,14.1,20.4,68
"약한가뭄",175.3,14.7,20,68
"정상",386.1,14.7,25.3,69
"보통습윤",567.3,14.7,22.2,69
"정상",571.8,14.7,27.8,70
"정상",799.4,14.3,27,71
"심한습윤",1648.7,13.6,26.5,71
"심한습윤",1760.3,13,21.7,70
"심한습윤",1941.5,12.5,24.4,70
"보통습윤",956.8,9.9,-2.3,108
"보통가뭄",134.3,11.8,9.7,108
"보통가뭄",119,11.9,9,107
"보통가뭄",119.2,11.9,10.2,107
"보통가뭄",124.5,12.5,11.2,107
"정상",168.6,12.8,10.4,107
"정상",168.6,12.9,11.1,107
"정상",266.7,14.3,18.4,108
"정상",351.9,14.7,25.5,108
"정상",490,14.7,22.1,108
"정상",848.6,12.5,23.5,108
"정상",848.4,12.4,21.2,108
"심한습윤",1941.4,12.3,25.9,70
"심한습윤",1889.1,12,17.7,69
"정상",745.3,9.7,-3.5,37
"정상",402.3,10.8,-2.1,34
"심한가뭄",303.7,11,0.6,31
"정상",177.6,11.6,5.1,38
"정상",177.6,11.7,4.7,38
"보통습윤",296.3,13.5,12.2,60
"보통습윤",351.3,14.1,13.3,70
"정상",465.1,10.3,-8.2,46
"정상",420.6,10.5,-6.2,38
"약한가뭄",287.9,11,0.8,41
"정상",240.9,11.4,1.4,35
"정상",280.6,13,11.5,75
"정상",640.2,14.2,29.7,36
"정상",251,11.5,6.5,41
"정상",279.1,12.2,5.3,67
"정상",399.7,14.4,20.8,69
"정상",431.8,14.6,24,70
"정상",1144.3,12.7,19,58
"정상",1146.8,12.5,20.5,57
"정상",1298.8,11.3,11.1,64
"정상",1298.8,11.2,10.2,62
"정상",1193.3,9.8,4,45
"정상",1061.7,9.8,-2.4,41
"정상",1002.7,9.8,-0.5,48
"심한습윤",917,11.1,3.4,45
"정상",201.1,13.1,13.6,37
"약한가뭄",201.1,13.3,18,35
"정상",224.1,13.4,14.9,39
"정상",226.6,13.4,11.1,40
"정상",489.1,14.5,24.9,73
"정상",906.9,14.1,25.8,60
"정상",919.4,13.5,27.4,54
"정상",963.6,13.3,24.2,57
"정상",462.2,10.3,-5.4,42
"정상",329.6,10.8,-6.3,42
"정상",248.8,12.8,4.8,75
"정상",715.4,13.8,28.9,25
"정상",708.6,13.7,30,24
"정상",708.1,13.5,25.2,35
"정상",708.1,13.4,26.9,34
"정상",831.1,12.8,22.1,75
"정상",824.5,12.4,21.5,73
"정상",852.6,10.9,13.1,63
"정상",805.5,9.8,3.2,45
"정상",791.2,9.7,0.4,42
"정상",790.4,9.7,0.5,36
"정상",508.1,10.8,-1.2,36
"정상",367.9,11.5,7.8,33
"정상",342.7,11.6,5.5,32
"보통습윤",368.3,12.1,9.2,28
"보통습윤",326.6,12.3,6.7,47
"정상",323.7,12.7,10.2,57
"보통가뭄",162.3,14.1,19.3,46
"보통가뭄",166.6,14.3,19.9,47
"보통가뭄",165.5,14.4,17,48
"보통가뭄",192.3,14.7,23.1,66
"보통가뭄",266.9,14.4,24.2,43
"보통가뭄",282,14.3,26.7,42
"보통가뭄",359.4,13.9,28.5,52
"보통가뭄",454.8,13.2,23.3,48
"정상",741.4,10.1,1.2,61
"정상",716.3,9.6,4,16
"정상",509.4,11.1,2,16
"정상",467.9,14.5,18.7,15
"정상",1266.7,12.2,17.7,16
"보통습윤",1176.4,9.7,-3.7,15
"보통습윤",965.2,10,-6.1,15
"정상",293.8,13.3,10.6,16
"정상",354.6,13.9,14.4,16
"보통습윤",408.3,14.2,15,16
"정상",431.1,14.7,20.8,16
"정상",461,14.7,23.4,16
"정상",574.7,14.4,26.1,16
"정상",557.8,14.1,28.3,16
"정상",569.4,13.5,26.1,16
"정상",830.8,11.3,18.6,16
"정상",850.8,10.8,10.9,16
"정상",831,10.3,7.3,16
"정상",302.3,12,7.6,15
"정상",262.4,12.9,15.6,16
"정상",225.9,14,17.6,16
"보통가뭄",155.9,14.6,19.8,15
"정상",492.9,14.6,26.8,16
"보통습윤",1267.9,12.4,25.8,16
"정상",1256.6,12.1,17.9,16
"보통습윤",1353.3,11.6,13.9,16
"보통습윤",1380.1,11.4,11.9,16
"보통습윤",1328.3,10.7,11.6,16
"심한습윤",1410.2,9.6,-7.1,16
"정상",1613.2,11.7,21,85
"정상",1519,10.3,10.6,59
"보통습윤",930.7,10.8,4.9,80
"심한습윤",884.8,11.3,8.9,80
"정상",214.5,12.8,11.7,80
"정상",214.5,12.9,9,80
"정상",218,13,7.7,80
"정상",271.6,13.3,9.8,81
"약한가뭄",375.4,10.8,-2.8,36
"정상",373.4,10.8,-2.3,36
"약한가뭄",304.4,11.1,3.8,38
"정상",307.6,14.5,24.3,81
"정상",504,14.5,21.9,81
"정상",854.4,14.2,22.5,81
"심한습윤",1609.1,13.5,28.6,81
"심한습윤",1725.9,13,27.4,81
"심한습윤",1929.9,11.6,14,81
"심한습윤",1929.9,11.5,16,81
"심한습윤",1840.7,10.1,6.5,80
"심한습윤",1778.4,9.8,-2.9,80
"심한습윤",1762.7,9.8,-3.8,80
"심한습윤",1354.4,10.1,-2.6,80
"심한습윤",1356.4,10.1,-3.1,80
"보통습윤",1036,10.4,-3.8,80
"보통습윤",1023.3,10.4,0.1,80
"정상",312.5,14.2,16.4,25
"약한가뭄",170.3,12.1,12.3,81
"정상",241.2,12.7,11.2,109
"정상",269.5,13.1,9.9,81
"정상",626.5,14.4,25.3,82
"정상",631.5,14.2,26.1,81
"정상",631.5,14.2,26.5,81
"정상",851.8,13.1,24.3,81
"약한가뭄",836.3,12.3,19.9,81
"약한가뭄",854.3,11.6,21.3,81
"정상",872.5,10.9,12.3,81
"정상",347.8,10.6,-6.7,59
"정상",210.3,12.5,15.2,68
"정상",269,13.4,11.2,93
"정상",287.2,13.8,16.2,46
"보통습윤",390.2,14.6,20.3,36
"보통습윤",390.2,14.6,18.7,33
"정상",391.7,14.6,28.6,34
"정상",960.1,10.1,6.4,47
"정상",954.1,10.1,3,46
"정상",933.6,9.8,-1.9,37
"정상",828.9,9.8,-3.6,35
"정상",889.6,13.3,27.3,45
"정상",976.9,11.9,19.2,45
"정상",1047.5,11.7,16.2,45
"정상",1025.1,9.7,1.6,44
"보통습윤",447.7,12.5,13.2,59
"정상",366.8,12.8,6.7,36
"보통습윤",1337,9.8,-2.1,69
"보통습윤",1337,9.8,1,68
"심한습윤",1254.8,9.9,-8.2,69
"정상",731.4,10.4,-0.1,68
"정상",718.5,10.4,3.6,68
"정상",304.2,14.3,18.2,69
"정상",602.7,14.1,28.1,69
"정상",614.9,13.9,26.9,68
"정상",891.5,13.1,24.5,70
"약한가뭄",666.9,12,17.3,70
"약한가뭄",648,11.7,22.6,69
"약한가뭄",649.4,11.2,8.4,69
"약한가뭄",647.7,11,9,69
"약한가뭄",637.4,10.2,7.1,70
"정상",638.5,9.8,-1.8,68
"정상",595.3,9.8,-0.1,68
"정상",306.8,11,1.9,58
"정상",269.8,11.5,10.1,44
"정상",248.3,11.9,11,58
"보통습윤",690.8,14.2,20.4,47
"보통습윤",1104.8,14,28.6,24
"정상",1106.7,13.6,27.2,41
"정상",1250,13,27.4,54
"보통습윤",1491.1,12,19.7,50
"보통습윤",1641.7,11.2,14.8,42
"보통습윤",1523.1,10.6,15.2,40
"보통습윤",983.4,10.2,5.4,49
"정상",900.4,12.2,21.6,70
"정상",892.3,11.3,18.4,70
"정상",892.3,10.3,7.9,70
"정상",802.2,9.9,5,70
"정상",756,9.8,3.5,69
"정상",503.6,10.6,-2,68
"정상",182,11.8,11.3,68
"정상",164.5,12.3,12.3,68
"보통가뭄",120.7,13.9,19.8,68
"심한가뭄",141,14.5,17.6,67
"정상",275,12.6,16,61
"정상",258,13.2,14,64
"정상",328.9,13.6,17,68
"정상",736.3,13.6,29.7,38
"정상",1019.8,12.4,23.4,40
"정상",1014.5,11.7,17,54
"정상",1183.3,11.3,11.9,60
"정상",1088.3,10.4,10.1,48
"정상",1050.5,10,4.6,44
"정상",1048.3,9.8,-2.6,49
"정상",749.3,10,2.6,47
"심한습윤",762.4,11.2,4.7,58
"보통습윤",366.6,12.6,5.6,41
"정상",257.6,14.5,25.6,44
"정상",459.2,14.5,23.3,58
"정상",762.4,13.3,25.4,44
"정상",762.4,13.2,22,41
"정상",762.9,13.2,24.1,40
"정상",1255,11.4,15,61
"정상",1257.6,11.1,15,58
"정상",958.4,9.8,0.2,68
"정상",784.4,10.3,7.8,68
"심한습윤",774.7,11,-0.2,68
"심한습윤",725.3,11.3,7.1,68
"심한습윤",452.2,12.6,13.2,68
"정상",294.9,14,18.2,68
"보통습윤",924.4,14,23.1,70
"심한습윤",1506.5,12.9,25.1,71
"심한습윤",1514.3,12.7,20.1,71
"심한습윤",1555.7,12.6,21.6,71
"심한습윤",1556.4,12.4,20.8,70
"보통습윤",1560.6,12.2,16.6,70
"보통습윤",1520.5,11.1,12.4,70
"보통습윤",1454,9.9,2.1,70
"심한습윤",1020.7,10.9,5.8,55
"심한습윤",515,12,9.2,57
"보통습윤",503.6,12.1,14.1,63
"심한습윤",408.7,12.6,8,57
"정상",408.7,12.7,11,28
"정상",298,13.1,16.2,33
"정상",397.4,14.4,19.1,43
"정상",397.3,14.4,19.4,43
"정상",749.2,14.4,24,44
"정상",1122.7,12.4,23,52
"정상",1336.2,9.9,0.3,0
"정상",1218.5,9.9,6,0
"보통습윤",764.2,11.1,5.5,0
"심한습윤",551.2,12.5,10,0
"정상",370.5,13.1,13,0
"정상",399.5,13.4,11,0
"정상",492,14.2,16.1,0
"정상",492,14.2,18.6,0
"정상",452.1,14.6,23.4,45
"정상",1190.3,11.5,10.7,68
"정상",1175.7,11.4,10.8,67
"정상",1130.5,10.7,8.1,54
"심한습윤",1692.5,12.7,21.3,0
"심한습윤",1782.4,11.8,20,0
"심한습윤",1764.2,11.3,16.7,0
"심한습윤",1726.8,11.1,16.3,0
"정상",391,12.6,16.2,0
"정상",432.8,13.6,14.2,0
"정상",1115.3,9.7,0.7,67
"정상",777.5,10,-3.8,63
"심한습윤",804.3,11,1.9,47
"심한습윤",823.1,11.1,1.9,50
"정상",299.1,12.5,6.1,35
"정상",239.4,13.2,17.2,33
"정상",273.6,14.6,22.2,43
"약한가뭄",271.8,14.7,24.2,43
"약한가뭄",271.8,14.6,24.9,42
"약한가뭄",484.1,14,29.6,36
"보통가뭄",526.6,13.2,22.4,24
"정상",547.4,14.4,20.5,0
"보통습윤",1504,12.1,21.7,0
"정상",1383.6,11.1,13.4,0
"보통습윤",1349.5,10.5,10.7,0
"정상",1247.1,10.2,9.8,0
"정상",1245.2,10.1,9.1,0
"정상",1104.2,9.8,3.8,0
"약한가뭄",214.3,11.7,6.9,0
"보통가뭄",557.2,12.9,24.5,28
"보통가뭄",595.6,12.7,24,31
"약한가뭄",743,11.1,15.5,66
"정상",769.1,10.2,2.6,77
"정상",697.4,9.8,0.6,45
"정상",708.4,10,0,45
"정상",578.6,10.8,7.5,45
"심한습윤",563.8,11.4,6.3,45
"정상",333.7,13.4,10.7,44
"약한가뭄",200.6,12.9,16.1,0
"보통가뭄",199.4,13.3,16.1,0
"정상",384,13.6,15,0
"정상",384,13.7,17,0
"정상",359,13.9,18.8,0
"보통가뭄",557.4,14.1,25.2,0
"보통가뭄",557.4,14,26.1,0
"약한가뭄",656.6,13.5,26.2,0
"약한가뭄",862.2,12.3,26.4,0
"약한가뭄",792.6,12,21.4,0
"약한가뭄",791.4,11.8,25.2,0
"보통가뭄",610.1,10.8,15.5,0
"정상",656.9,10,7,1
"약한가뭄",599.8,9.9,6.9,1
"약한가뭄",599.8,9.9,7.9,1
"정상",485,14.6,20.9,45
"보통습윤",1041.6,13.8,25.5,45
"보통습윤",1219.8,13.4,28.9,45
"보통습윤",1309.6,12.9,23.1,45
"보통습윤",1375.8,12.5,21.6,45
"정상",1313.6,9.7,6.1,44
"정상",1204.8,9.7,-5.6,44
"보통습윤",1204,9.7,3.8,44
"보통습윤",1125.3,9.9,-1.4,44
"보통가뭄",157.1,12.1,13.7,44
"약한가뭄",182,12.6,15.8,44
"정상",224.7,13.3,15.8,44
"정상",460.5,14.6,23.2,44
"정상",552.8,14.2,30.2,45
"정상",594.3,14,26,44
"정상",610.7,13.8,27.7,45
"정상",618.5,13.7,27.3,44
"정상",822.4,12.8,21.7,45
"정상",883.1,10.7,13.4,44
"정상",874.5,10.4,6.7,44
"정상",539.6,10.2,2.7,44
"정상",459.9,10.8,4.1,44
"약한가뭄",163.3,12.7,10.3,44
"보통가뭄",158.2,13.3,15.7,44
"보통가뭄",154.6,13.3,14.6,44
"보통가뭄",179.5,14.4,23.1,44
"심한가뭄",166,14.6,17.3,44
"정상",1632.3,10.6,15.6,137
"정상",1526.3,10.1,7.1,137
"정상",1360.7,9.8,8,137
"정상",1343.5,9.8,10.3,137
"정상",822,10.9,8.4,137
"정상",789.6,11.1,-0.1,137
"약한가뭄",269.2,13.1,11.6,137
"약한가뭄",264.6,13.3,16.8,137
"보통가뭄",389.9,14.5,24.4,137
"정상",404.1,14.6,18.8,48
"정상",493.3,14.6,24.7,63
"정상",578.5,14,28.3,30
"정상",582.6,13.7,27.3,36
"정상",891.7,12.8,21.6,71
"정상",850.4,12.1,14.3,50
"정상",960.8,11.4,12,69
"보통가뭄",547.4,14.3,26.2,137
"약한가뭄",752.7,13.6,27.4,137
"정상",1122.1,12.4,23.7,137
"약한가뭄",1044.1,11,13.1,137
"약한가뭄",899.8,10.7,11.3,136
"정상",946.6,10.2,13,137
"정상",812,9.8,2.9,137
"정상",775.7,9.9,2.9,137
"정상",481.2,10.1,2.8,70
"정상",481.8,10.2,2.7,68
"정상",442.8,10.6,-7.3,58
"정상",345.1,11.7,4.1,77
"보통습윤",331.4,12.3,8.9,85
"정상",225.8,13.6,16,73
"정상",593.7,14.2,26.5,60
"정상",617.9,13.6,25.8,35
"정상",1003.9,10.7,11.5,45
"정상",690.7,10,-0.9,88
"정상",683.4,10.1,6.9,83
"정상",508.8,11.6,6.1,1
"정상",473.8,12.9,15,74
"정상",769.5,14.3,19.1,76
"정상",1242.5,14.2,27.7,62
"정상",1359.1,13.1,27.1,65
"정상",1438.6,12.4,23.3,69
"정상",1704.1,11.7,21.6,94
"정상",1632.6,11.2,13.7,80
"정상",1448.4,10,13.4,90
"정상",1130,9.9,0.9,87
"정상",936.7,10.1,2.3,89
"보통습윤",963.6,10.6,8.8,85
"정상",320.2,13.1,14.1,1
"정상",337.8,13.5,12.9,1
"정상",381.1,13.7,20.2,1
"약한가뭄",344.6,14,21.4,1
"정상",418.6,14,17.5,8
"정상",835.9,14.5,23.9,65
"정상",939.8,14.4,23,58
"정상",993.8,14.4,20.9,56
"보통습윤",1370.7,14.1,27.6,68
"보통습윤",1371,14.1,26.9,66
"정상",1357.7,13.9,29,62
"정상",1306.5,13.3,26.8,60
"정상",1514.5,12.5,23.3,63
"보통습윤",1866.7,10.9,12.1,76
"보통습윤",1822.6,10.6,14,83
"보통습윤",1754.1,10.1,11,80
"보통습윤",1570.8,9.8,4.7,81
"정상",408.6,13,10.8,81
"정상",441.6,13.2,14.1,81
"정상",524.9,13.8,18.2,81
"정상",597.8,13.9,17.8,81
"정상",635.5,14.1,17.2,81
"보통습윤",1773.8,10.8,12.6,81
"정상",1718.5,10.5,8.5,81
"보통습윤",1652.5,10,5.4,81
"정상",663.2,10.7,7.7,81
"정상",327.4,12,14.7,81
"정상",332.3,12.2,8.9,81
"정상",462.6,12.9,11,81
"정상",587.6,13.7,17,81
"정상",587.6,13.7,18.2,81
"정상",1239.3,14.3,26.6,83
"정상",1239.4,14.2,27,82
"정상",1221.4,14,27.1,82
"정상",1621.1,13.1,26.2,83
"정상",1646.4,13,26,83
"정상",1557.5,11.5,17.3,82
"정상",1413.6,10.6,14.3,81
"정상",746.6,10,3,81
"약한가뭄",213.2,12.2,8.7,81
"정상",325.4,12.4,9,81
"정상",367.2,13.6,15.1,81
"약한가뭄",342.2,14.2,22.5,80
"약한가뭄",376.2,14.4,20.5,81
"보통가뭄",751.8,13.6,28.6,81
"약한가뭄",900.1,13.2,22.8,81
"약한가뭄",1080.1,11.8,25.8,81
"약한가뭄",1088.5,11.7,23,81
"정상",983.1,10.2,11.9,81
"정상",980.2,10.2,13,81
"정상",912.2,9.8,2,81
"약한가뭄",309.8,9.9,2.6,42
"약한가뭄",259.1,11,2.9,44
"정상",212.2,11.5,12.4,45
"정상",217.3,11.6,6.5,48
"정상",229.8,11.7,4.3,51
"정상",238,12.8,6.2,34
"정상",239.3,12.9,19.7,34
"정상",247.7,13.1,13.7,34
"정상",410.4,14.5,21,67
"정상",627.4,14.1,32,62
"정상",985.3,13.1,26.9,52
"정상",959.7,12.4,24.6,44
"정상",955.9,11.9,18.4,46
"정상",987.9,10.4,10.2,65
"정상",938.6,10.1,3.1,61
"정상",934.1,9.8,7.3,58
"정상",820.9,9.8,-1.1,58
"정상",756.2,9.8,-1.6,65
"정상",683.9,10,3,58
"정상",361.4,11.4,8.5,57
"정상",289.7,12.2,9.1,51
"정상",292.4,12.6,6.5,47
"보통습윤",292.4,12.7,10,44
"약한가뭄",163.5,13.3,15.7,50
"약한가뭄",190.8,13.9,19.4,21
"약한가뭄",213.1,14.2,21.2,24
"약한가뭄",440.2,14.3,25,67
"정상",618.6,13.9,29.4,50
"정상",631.5,13.6,29.9,49
"정상",673.9,13.1,22.9,56
"정상",777.1,12.5,22.2,50
"정상",475.3,14.5,23.5,64
"정상",962.2,13.2,27.7,64
"정상",1153.5,12.2,17.2,64
"정상",1153.5,12.1,20.3,64
"정상",1153.5,12,19.7,64
"정상",1097.3,10.6,11.1,64
"정상",1071.8,10.4,8.9,64
"정상",917.2,9.9,-0.8,64
"정상",700.3,10.2,10.5,64
"정상",338.9,11.5,4.6,64
"정상",260.7,12.5,13.7,64
"정상",369.3,14.5,24.5,64
"정상",419.2,14.5,24.9,64
"정상",417.5,14.5,24.8,64
"정상",725.5,14.3,26.9,64
"정상",982.7,13,25.3,64
"정상",939.1,12.4,21.3,64
"정상",866.6,11.6,23,64
"정상",850.9,9.9,1.3,64
"정상",751.1,9.8,1.7,64
"정상",606.3,10.7,3,64
"심한습윤",581.3,11.5,6.8,64
"심한습윤",517,11.5,6.5,64
"심한습윤",379.5,12.2,12.2,64
"심한습윤",379.5,12.3,11.3,64
"정상",247.2,12.8,10.3,64
"정상",302.4,14.3,20.3,64
"정상",675.6,9.9,3.2,64
"정상",170.3,11.9,11.2,64
"심한가뭄",161.6,14.5,19.7,64
"보통가뭄",380.4,14.3,27.5,64
"정상",686.1,10.3,11.7,64
"정상",673,9.8,-1.9,64
"정상",665.2,9.8,-4.8,64
"정상",1017.2,10.4,3.2,56
"정상",957.7,10,2,51
"정상",849.2,10,-2,246
"심한습윤",530.2,12.1,9.6,246
"정상",256.8,13.5,10.4,246
"정상",368.8,14.6,24,246
"정상",432.5,14.6,22.6,246
"정상",431.7,14.6,22.8,246
"보통습윤",644.8,11.4,7.1,57
"심한습윤",1519.8,12.7,22.3,247
"보통습윤",1492,10.7,9.7,246
"보통습윤",1429,10.2,15.9,247
"보통습윤",1299.3,9.8,0,246
"보통습윤",1299.1,9.8,-0.8,246
"보통습윤",1262.6,9.8,-4.9,246
"보통습윤",1259.7,9.8,-2.8,246
"보통습윤",1005.8,10,0.2,246
"정상",443.1,12.8,6.8,65
